"book","chapter","verse","edition","text"
"Ev","3","01","2.07","ἐν ἔτει δὲ πεντεκαιδεκάτῳ τῆς ἡγεμονίας Τιβερίου Καίσαρος"
"Ev","4","31","2.07","ὁ Ἰησοῦς κατῆλθεν εἰς Καφαρναοὺμ πόλιν τῆς Γαλιλαίας τὴν παραθαλάσσιον ἐν ὁρίοις Ζαβουλὼν καὶ Νεφθαλίμ καὶ ἦν διδάσκων αὐτοὺς ἐν τοῖς σάββασιν"
"Ev","4","32","2.07","καὶ πάντες ἐξεπλήσσοντο ἐπὶ τῇ διδαχῆ αὐτοῦ ὅτι ἐν ἐξουσίᾳ ἦν ὁ λόγος αὐτου"
"Ev","4","33","2.07","καὶ ἐν τῇ συναγωγῇ ἦν ἄνθρωπος ἔχων πνεῦμα δαιμόνιον ἀκάθαρτον καὶ ἀνέκραξεν φωνῇ μεγάλῃ"
"Ev","4","34","2.07","τί ἡμῖν καὶ σοί ἐστιν Ἰησοῦ Ναζαρηνέ; ἦλθες ἀπολέσαι ἡμᾶς; οἶδα τίς εἶ ὁ ἅγιος τοῦ θεοῦ"
"Ev","4","35","2.07","καὶ ἐπετίμησεν αὐτῷ ὁ Ἰησοῦς λέγων φιμώθητι καὶ ἔξελθε ἀπ᾽ αὐτοῦ καὶ ῥῖψαν αὐτὸν τὸ δαιμόνιον εἰς τὸ μέσον ἀνακραυγάσαν τε ἐξῆλθεν ἀπ᾽ αὐτοῦ μηδὲν βλάψαν αὐτόν"
"Ev","4","36","2.07","καὶ ἐγένετο θάμβος μέγας ἐπὶ πάντας καὶ συνελάλουν πρὸς ἀλλήλους λέγοντες τίς ὁ λόγος οὗτος ὅτι ἐν ἐξουσίᾳ καὶ δυνάμει ἐπιτάσσει τοῖς ἀκαθάρτοις πνεύμασιν καὶ ἐξέρχονται;"
"Ev","4","37","2.07","καὶ ἐξῆλθεν ἡ ἀκοὴ περὶ αὐτοῦ εἰς πάντα τόπον τῆς περιχώρου"
"Ev","4","16","2.07","ἐλθὼν δὲ εἰς Ναζαρά εἰσῆλθεν ἐν τῇ ἡμέρᾳ τῶν σαββάτων εἰς τὴν συναγωγήν"
"Ev","4","22","2.07","καὶ ἔλεγον οὐχὶ υἱός ἐστιν Ἰωσὴφ οὗτος;"
"Ev","4","23","2.07","καὶ εἶπεν πρὸς αὐτούς πάντως ἐρεῖτέ μοι τὴν παραβολὴν ταύτην ἰατρέ θεράπευσον σεαυτόν ὅσα ἠκούσαμεν γενόμενα εἰς τὴν Καφαρναοὺμ ποίησον καὶ ὧδε ἐν τῇ πατρίδι σου"
"Ev","4","24","2.07","εἶπεν δέ ἀμὴν λέγω ὑμῖν ὅτι οὐδεὶς προφήτης δεκτός ἐστιν ἐν τῇ πατρίδι αὐτοῦ"
"Ev","4","28","2.07","καὶ ἐπλήσθησαν πάντες θυμοῦ ἐν τῇ συναγωγῇ"
"Ev","4","29","2.07","καὶ ἀναστάντες ἐξέβαλον αὐτὸν ἔξω τῆς πόλεως καὶ ἤγαγον αὐτὸν ἕως τῆς ὀφρύος τοῦ ὄρους ἐφ᾽ οὗ ἡ πόλις ᾠκοδόμητο αὐτῶν ὥστε κατακρημνίσαι αὐτόν"
"Ev","4","30","2.07","αὐτὸς δὲ διελθὼν διὰ μέσου αὐτῶν ἐπορεύετο"
