"book","chapter","verse","edition","text" 
"Ev","3","01","2.07","ἐν@pd ἔτος@ndnsc δέ@cc πεντεκαιδέκατος@aodnsn ὁ@dgfs ἡγεμονία@ngfsc Τιβέριος@ngmsp Καῖσαρ@ngmsp" 
"Ev","4","31","2.07","ὁ@dnms Ἰησοῦς@nnmsp κατέρχομαι@viaa3s εἰς@pa Καφαρναούμ@nafsp πόλις@nafsc ὁ@dgfs Γαλιλαία@ngfsp ὁ@dafs παραθαλάσσιος@anafsn ἐν@pd ὅριον@ndnpc Ζαβουλών@ngmsp καί@cc Νεφθαλίμ@ngmsp καί@cc εἰμί@viia3s διδάσκω@vppanms αὐτός@rpamp ἐν@pd ὁ@ddnp σάββατον@ndnpc" 
"Ev","4","32","2.07","καί@cc πᾶς@ainmpn ἐκπλήσσω@viip3p ἐπί@pd ὁ@ddfs διδαχή@ndfsc αὐτός@rpgms ὅτι@cs ἐν@pd ἐξουσία@ndfsc εἰμί@viia3s ὁ@dnms λόγος@nnmsc αὐτός@rpgms" 
"Ev","4","33","2.07","καί@cc ἐν@pd ὁ@ddfs συναγωγή@ndfsc εἰμί@viia3s ἄνθρωπος@nnmsc ἔχω@vppanms πνεῦμα@nansc δαιμόνιον@nansc ἀκάθαρτος@anansn καί@cc ἀνακράζω@viaa3s φωνή@ndfsc μέγας@andfsn" 
"Ev","4","34","2.07","τίς@rqnns ἐγώ@rpd-p καί@cc σύ@rpd-s εἰμί@vipa3s Ἰησοῦς@nvmsp Ναζαρηνός@anvmsn ἔρχομαι@viaa2s ἀπόλλυμι@vnaa ἐγώ@rpa-p οἶδα@vixa1s τίς@rqnms εἰμί@vipa2s ὁ@dnms ἅγιος@annmsn ὁ@dgms θεός@ngmsc" 
"Ev","4","35","2.07","καί@cc ἐπιτιμάω@viaa3s αὐτός@rpdns ὁ@dnms Ἰησοῦς@nnmsp λέγω@vppanms φιμόω@vdap2s καί@cc ἐξέρχομαι@vdaa2s ἀπό@pg αὐτός@rpgms καί@cc ῥίπτω@vpaanns αὐτός@rpams ὁ@dnns δαιμόνιον@nnnsc εἰς@pa ὁ@dans μέσος@anansn ἀνακράζω@vpaanns τέ@cc ἐξέρχομαι@viaa3s ἀπό@pg αὐτός@rpgms μηδείς@rians βλάπτω@vpaanns αὐτός@rpams" 
"Ev","4","36","2.07","καί@cc γίνομαι@viam3s θάμβος@nnmsc μέγας@annmsn ἐπί@pa πᾶς@aiampn καί@cc συλλαλέω@viia3p πρός@pa ἀλλήλων@reamp λέγω@vppanmp τίς@rqnms ὁ@dnms λόγος@nnmsc οὗτος@rdnms ὅτι@cs ἐν@pd ἐξουσία@ndfsc καί@cc δύναμις@ndfsc ἐπιτάσσω@vipa3s ὁ@ddnp ἀκάθαρτος@andnpn πνεῦμα@ndnpc καί@cc ἐξέρχομαι@vipm3p" 
"Ev","4","37","2.07","καί@cc ἐξέρχομαι@viaa3s ὁ@dnfs ἀκοή@nnfsc περί@pg αὐτός@rpgms εἰς@pa πᾶς@aiamsn τόπος@namsc ὁ@dgfs περίχωρος@angfsn" 
"Ev","4","16","2.07","ἔρχομαι@vpaanms δέ@cc εἰς@pa Ναζαρά@nafsp εἰσέρχομαι@viaa3s ἐν@pd ὁ@ddfs ἡμέρα@ndfsc ὁ@dgnp σάββατον@ngnpc εἰς@pa ὁ@dafs συναγωγή@nafsc" 
"Ev","4","22","2.07","καί@cc λέγω@viia3p οὐχί@b υἱός@nnmsc εἰμί@vipa3s Ἰωσήφ@ngmsp οὗτος@rdnms" 
