"book","chapter","verse","edition","text"
"Ev","3","01","2.03","ἐν τῷ ιε' ἔτει Τιβερίου Καίσαρος ἐπι τῶν χρόνων Πιλάτου"
"Ev","4","31","2.03","κατῆλθεν ὁ Ἰησοῦς ([]) () εἰς Καφαρναοὺμ ([]) καὶ ἦν διδάσκων () ἐν τῇ συναγωγῇ·"
"Ev","4","32","2.03","ἐξεπλήσσοντο δὲ πάντες ἐπὶ τῇ διδαχῆ αὐτοῦ ὅτι ἐν ἐξουσίᾳ ἦν ὁ λόγος αὐτου."
"Ev","4","34","2.03","τί ἡμῖν καὶ σοί Ἰησοῦ; ἦλθες ἀπολέσαι ἡμᾶς. οἶδα τίς εἶ ὁ ἅγιος τοῦ θεοῦ."
"Ev","4","35","2.03","() ἐπετίμησεν αὐτῷ ὁ Ἰησοῦς."
"Ev","4","16","2.03","ἐλθὼν δὲ εἰς Ναζαρέθ ὅπου ἦν κατὰ τὸ εἰωθός ἐν τῇ ἡμέρᾳ τῶν σαββάτων εἰς τὴν συναγωγὴν."
"Ev","4","23","2.03","ἰατρέ θεράπευσον σεαυτόν."
"Ev","4","29","2.03","ἐξέβαλον αὐτόν () ἤγαγον αὐτὸν ἕως τῆς ὀφρύος τοῦ ὄρους."
"Ev","4","30","2.03","διὰ μέσου αὐτῶν ἐπορεύετο."
"Ev","4","40","2.03","()"
"Ev","4","41","2.03","ἐξήρχετο δαιμόνια κράζοντα· σὺ εἶ ὁ υἱὸς τοῦ θεοῦ. ἐπιτιμῶν οὐκ εἴα αὐτὰ λαλεῖν."
"Ev","4","42","2.03","ἐπορεύθη εἰς ἔρημον (). κατεῖχον αὐτόν."
"Ev","4","43","2.03","δεῖ με καὶ ταῖς (ἄλλαις) [] πόλεσιν εὐαγγελίσασθαι τὴν βασιλείαν τοῦ θεοῦ."
"Ev","5","01","2.03","()"
"Ev","5","02","2.03","()"
"Ev","5","03","2.03","Σίμων."
"Ev","5","04","2.03","()"
"Ev","5","05","2.03","()"
"Ev","5","06","2.03","()"
"Ev","5","07","2.03","()"
"Ev","5","08","2.03","()"
"Ev","5","09","2.03","[θάμβος] [ἐπὶ τῇ ἄγρᾳ τῶν ἰχθύων.]"
"Ev","5","10","2.03","υἱοὺς Ζεβεδαίου (). μὴ φοβοῦ ἀπὸ τοῦ νῦν γὰρ ἀνθρώπους ἔσῃ ζωγρῶν."
"Ev","5","11","2.03","ἀφέντες ἠκολούθησαν αὐτῷ."
"Ev","5","12","2.03","ἀνὴρ λεπρός."
"Ev","5","13","2.03","ἥψατο."
"Ev","5","14","2.03","ἄπελθε δεῖξον σεαυτὸν τῷ ἱερεῖ καὶ προσένεγκε τὸ δῶρον () ὃ προσέταξεν Μωϋσῆς ἵνα ᾖ ὑμῖν [] εἰς μαρτύριον."
"Ev","5","17","2.03","()"
"Ev","5","18","2.03","παραλελυμένος."
"Ev","5","19","2.03","()"
"Ev","5","20","2.03","()"
"Ev","5","21","2.03","() δύναται ἀφεῖναι ἁμαρτίας εἰ μὴ μόνος ὁ θεός."
"Ev","5","22","2.03","()"
"Ev","5","23","2.03","()"
"Ev","5","24","2.03","ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἀφιέναι ἁμαρτίας ἐπὶ τῆς γῆς ()· ἔγειρε καὶ ἆρον τὸν κράβατόν σου."
"Ev","5","25","2.03","()"
"Ev","5","27","2.03","τελώνης."
"Ev","5","29","2.03","()"
"Ev","5","30","2.03","μετὰ τῶν τελωνῶν."
"Ev","5","31","2.03","οὐ χρείαν ἔχουσιν οἱ ὑγιαίνοντες ἰατροῦ ἀλλὰ οἱ κακῶς ἔχοντες."
"Ev","5","33","2.03","οἱ μαθηταὶ Ἰωάννου πυκνὰ νηστεύουσιν καὶ δεήσεις ποιοῦνται. [οἱ δὲ μαθηταί σου] ἐσθίουσιν καὶ πίνουσιν."
"Ev","5","34","2.03","μὴ δύνανται νηστεύειν οἱ υἱοὶ τοῦ νυμφῶνος ἐφ᾽ ὅσον μετ᾽ αὐτῶν ἐστιν ὁ νύμφιος."
"Ev","5","35","2.03","ὅταν ἀπαρθῇ ἀπ᾽ αὐτῶν ὁ νύμφιος () νηστεύσουσιν."
"Ev","5","36","2.03","παραβολήν ()."
"Ev","5","37","2.03","() νέους ()."
"Ev","5","38","2.03","() βάλλουσιν ()."
"Ev","6","01","2.03","ἐν σαββάτω () ἐπείνασαν οἱ μαθηταί ἔτιλλον τοὺς στάχυας ψώχοντες ταῖς χερσὶν ()."
"Ev","6","02","2.03","Φαρισαῖοι."
"Ev","6","03","2.03","ὁ Χριστός ()· οὐδὲ τοῦτο ἀνέγνωτε τί ἐποίησε Δαυίδ; () καὶ οἱ μετ᾽ αὐτοῦ ὄντες."
"Ev","6","04","2.03","εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ καὶ τοὺς ἄρτους τῆς προθέσεως ἔλαβεν καὶ ἔφαγεν καὶ ἔδωκεν ()."
"Ev","6","06","2.03","χείρ ξηρά."
"Ev","6","07","2.03","παρετηροῦντο () Φαρισαῖοι [εἰ ἐν τῷ σαββάτῳ θεραπεύει ἵνα εὕρωσιν κατηγορεῖν αὐτοῦ.]"
"Ev","6","08","2.03","()"
