"book","chapter","verse","edition","text"
"Ev","3","01","2.08","ἐν ἔτει δὲ πεντεκαιδεκάτῳ τῆς ἡγεμονίας [] Τιβερίου Καίσαρος ()"
"Ev","4","31","2.08","ὁ Ἰησοῦς κατῆλθεν εἰς Καφαρναοὺμ πόλιν τῆς Γαλιλαίας καὶ ἦν διδάσκων ()"
"Ev","4","32","2.08","καὶ πάντες [] ἐξεπλήσσοντο ἐπὶ τῇ διδαχῆ αὐτοῦ ὅτι ἐν ἐξουσίᾳ ἦν ὁ λόγος αὐτου"
"Ev","4","33","2.08","ἦν δὲ ἐν τῇ συναγωγῇ ἄνθρωπος ἔχων πνεῦμα δαιμόνιον ἀκάθαρτον καὶ ἀνέκραξεν φωνῇ μεγάλῃ λέγων"
"Ev","4","34","2.08","τί ἡμῖν καὶ σοί Ἰησοῦ (); ἦλθες ἀπολέσαι ἡμᾶς []; οἶδα () τίς εἶ ὁ ἅγιος τοῦ θεοῦ"
"Ev","4","35","2.08","καὶ ἐπετίμησεν αὐτῷ ὁ Ἰησοῦς λέγων φιμώθητι καὶ ἔξελθε ἀπ᾽ αὐτοῦ καὶ ῥῖψαν αὐτὸν τὸ δαιμόνιον εἰς μέσον ἀνακραυγάσαν τε ἐξῆλθεν ἀπ᾽ αὐτοῦ μηδὲν βλάψαν αὐτόν"
"Ev","4","36","2.08","καὶ ἐγένετο θάμβος μέγας ἐπὶ πάντας καὶ συνελάλουν πρὸς ἀλλήλους λέγοντες τίς ὁ λόγος οὗτος ὅτι ἐν ἐξουσίᾳ καὶ δυνάμει ἐπιτάσσει τοῖς ἀκαθάρτοις πνεύμασιν καὶ ἐξέρχονται;"
"Ev","4","37","2.08","καὶ ἐξῆλθεν ἡ ἀκοὴ περὶ αὐτοῦ εἰς πάντα τόπον τῆς περιχώρου"
"Ev","4","16","2.08","() εἰς Ναζαρέδ ([]) ἐν τῇ ἡμέρᾳ τῶν σαββάτων εἰς τὴν συναγωγὴν"
"Ev","4","17","2.08","();"
"Ev","4","23","2.08","καὶ εἶπεν πρὸς αὐτούς πάντως ἐρεῖτέ μοι τὴν παραβολὴν ταύτην ἰατρέ θεράπευσον σεαυτόν ὅσα ἠκούσαμεν γινόμενα εἰς Καφαρναοὺμ ποίησον καὶ ὧδε ἐν τῇ πατρίδι σου"
"Ev","4","24","2.08","()"
"Ev","4","25","2.08","()"
"Ev","4","26","2.08","()"
"Ev","4","28","2.08","()"
"Ev","4","29","2.08","καὶ ἀναστάντες ἐξέβαλον αὐτόν ἔξω τῆς πόλεως καὶ ἤγαγον αὐτὸν ἕως τῆς [] ὀφρύος τοῦ ὄρους ἐφ᾽ οὗ ἡ πόλις οἰκοδόμηται αὐτῶν ὥστε κατακρημνίσαι αὐτόν"
"Ev","4","30","2.08","αὐτὸς δὲ διελθὼν διὰ μέσου αὐτῶν ἐπορεύετο"
"Ev","4","40","2.08","δύσοντος δὲ τοῦ ἡλίου πάντες ὅσοι εἶχαν ἀσθενοῦντας νόσοις ποικίλαις ἔφερον αὐτοὺς πρὸς αὐτόν ὁ δὲ ἑνὶ ἑκάστῳ τὰς χεῖρας ἐπιτιθεὶς ἐθεράπευεν αὐτούς"
"Ev","4","41","2.08","ἐξήρχετο δὲ καὶ δαιμόνια ἀπὸ πολλῶν κραυγάζοντα () σὺ εἶ ὁ υἱὸς τοῦ θεοῦ καὶ ἐπιτιμῶν οὐκ εἴα αὐτὰ λαλεῖν ()"
"Ev","4","42","2.08","γενομένης δὲ ἡμέρας ἐξελθὼν ἐπορεύθη εἰς ἔρημον τόπον καὶ οἱ ὄχλοι ἐπεζήτουν αὐτὸν καὶ ἦλθον ἕως αὐτοῦ καὶ ἐπεῖχον [] αὐτόν τοῦ μὴ πορεύεσθαι ἀπ᾽ αὐτῶν"
"Ev","4","43","2.08","ὁ δὲ εἶπεν πρὸς αὐτοὺς ὅτι δεῖ με καὶ εἰς τὰς ἄλλας [] πόλεις εὐαγγελίσασθαι αὐταῖς τὴν βασιλείαν τοῦ θεοῦ ()"
"Ev","4","44","2.08","()"
"Ev","5","01","2.08","ἐγένετο δὲ ἐν τῷ τὸν ὄχλον ἐπικεῖσθαι αὐτῷ τοῦ ἀκούειν τὸν λόγον τοῦ θεοῦ ἑστῶτος αὐτοῦ παρὰ τὴν λίμνην Γεννησαρὲδ"
"Ev","5","02","2.08","καὶ εἶδεν δύο πλοῖα ἑστῶτα παρὰ τὴν λίμνην οἱ δὲ ἁλιεῖς ἀπ᾽ αὐτῶν ἀποβάντες ἔπλυνον τὰ δίκτυα"
